Unnamed: 0,ResponseId,attention,sentence_name,answer,survey,row_id,score,sentence_id,probe_type,probe_number,interval_length,version,complexity,concept_tag
84,R_8bOGdtWxRLYfKbt,7,farcontinuationprompt2,"Next, you notice that the train is nearby.",1,107,0,far,continuation,2,3,original,2.0,objectness
85,R_8bOGdtWxRLYfKbt,7,morecontinuationprompt3,"Next, you notice that there are less beads in the bowl than in the cup.",1,108,0,more,continuation,3,1,original,2.0,numerosity
86,R_8bOGdtWxRLYfKbt,7,completioncontinuationprompt1,"Next, you look back at the complete form.",1,109,1,completion,continuation,1,3,original,2.0,social
87,R_8bOGdtWxRLYfKbt,7,emptycontinuationprompt2,"Next, you pick up the almost empty box.",1,110,0,empty,continuation,2,5,original,2.0,geometry
88,R_8bOGdtWxRLYfKbt,7,smallestcontinuationprompt2,"Next, you see the smaller item in the box.",1,111,1,smallest,continuation,2,2,original,3.0,numerosity
89,R_8bOGdtWxRLYfKbt,7,continuation3continuationprompt3,"Next, you take a nothing from the safe.",1,112,1,continuation3,continuation,3,0,original,3.0,temporal
90,R_8bOGdtWxRLYfKbt,7,cuttingcontinuationprompt2,"Next, you look at the fence from inside the garden.",1,113,1,cutting,continuation,2,1,original,3.0,geometry
91,R_8bOGdtWxRLYfKbt,7,reciprocitycontinuationprompt2,"Next, you offer to return the favor",1,114,1,reciprocity,continuation,2,2,original,3.0,social
92,R_8bOGdtWxRLYfKbt,7,speedcontinuationprompt1,"Now, you will arrive earlier to your friend's house.",1,115,1,speed,continuation,1,1,original,3.0,temporal
103,R_8dtGgcDUjGNqriv,6,eatingcontinuationprompt3,"Next, you see that the salad is gone.",1,563,1,eating,continuation,3,3,original,1.0,objectness
104,R_8dtGgcDUjGNqriv,6,comingcontinuationprompt1,"Next, you see your friend outside the house.",1,564,1,coming,continuation,1,2,original,1.0,social
105,R_8dtGgcDUjGNqriv,6,taste2continuationprompt3,"Next, you taste something good.",1,565,0,taste2,continuation,3,4,original,1.0,temporal
106,R_8dtGgcDUjGNqriv,6,colorcontinuationprompt2,"Next, you notice how the blocks are different colors.",1,566,1,color,continuation,2,0,original,2.0,geometry
107,R_8dtGgcDUjGNqriv,6,farcontinuationprompt2,"Next, you notice that the train is far away.",1,567,1,far,continuation,2,3,original,2.0,objectness
108,R_8dtGgcDUjGNqriv,6,morecontinuationprompt3,"Next, you notice that there are more beads in the bowl than in the cup.",1,568,1,more,continuation,3,1,original,2.0,numerosity
109,R_8dtGgcDUjGNqriv,6,completioncontinuationprompt1,"Next, you look back at the complete form.",1,569,1,completion,continuation,1,3,original,2.0,social
110,R_8dtGgcDUjGNqriv,6,emptycontinuationprompt2,"Next, you pick up the empty box.",1,570,1,empty,continuation,2,5,original,2.0,geometry
111,R_8dtGgcDUjGNqriv,6,smallestcontinuationprompt2,"Next, you see the smaller item in the box.",1,571,1,smallest,continuation,2,2,original,3.0,numerosity
112,R_8dtGgcDUjGNqriv,6,continuation3continuationprompt3,"Next, you take a nothing from the safe.",1,572,1,continuation3,continuation,3,0,original,3.0,temporal
113,R_8dtGgcDUjGNqriv,6,cuttingcontinuationprompt2,"Next, you look at the fence from inside the garden.",1,573,1,cutting,continuation,2,1,original,3.0,geometry
114,R_8dtGgcDUjGNqriv,6,reciprocitycontinuationprompt2,"Next, you offer to return the favor",1,574,1,reciprocity,continuation,2,2,original,3.0,social
115,R_8dtGgcDUjGNqriv,6,speedcontinuationprompt1,"Now, you will arrive at the same time to your friend's house.",1,575,0,speed,continuation,1,1,original,3.0,temporal
126,R_8fchfT3ZW1QlDz3,7,eatingcontinuationprompt3,"Next, you see that the salad is still there.",1,287,0,eating,continuation,3,3,original,1.0,objectness
127,R_8fchfT3ZW1QlDz3,7,comingcontinuationprompt1,"Next, you see your friend outside the house.",1,288,1,coming,continuation,1,2,original,1.0,social
128,R_8fchfT3ZW1QlDz3,7,taste2continuationprompt3,"Next, you taste something bad.",1,289,1,taste2,continuation,3,4,original,1.0,temporal
129,R_8fchfT3ZW1QlDz3,7,farcontinuationprompt2,"Next, you notice that the train is nearby.",1,291,0,far,continuation,2,3,original,2.0,objectness
130,R_8fchfT3ZW1QlDz3,7,morecontinuationprompt3,"Next, you notice that there are more beads in the bowl than in the cup.",1,292,1,more,continuation,3,1,original,2.0,numerosity
131,R_8fchfT3ZW1QlDz3,7,emptycontinuationprompt2,"Next, you pick up the empty box.",1,294,1,empty,continuation,2,5,original,2.0,geometry
132,R_8fchfT3ZW1QlDz3,7,smallestcontinuationprompt2,"Next, you see the smaller item in the box.",1,295,1,smallest,continuation,2,2,original,3.0,numerosity
133,R_8fchfT3ZW1QlDz3,7,continuation3continuationprompt3,"Next, you take money from the safe.",1,296,0,continuation3,continuation,3,0,original,3.0,temporal
134,R_8fchfT3ZW1QlDz3,7,cuttingcontinuationprompt2,"Next, you look at the fence from outside the garden.",1,297,0,cutting,continuation,2,1,original,3.0,geometry
135,R_8fchfT3ZW1QlDz3,7,reciprocitycontinuationprompt2,"Next, you offer to return the favor",1,298,1,reciprocity,continuation,2,2,original,3.0,social
136,R_8fchfT3ZW1QlDz3,7,speedcontinuationprompt1,"Now, you will arrive earlier to your friend's house.",1,299,1,speed,continuation,1,1,original,3.0,temporal
147,R_8qV7UAPrFF4PSwG,6,eatingcontinuationprompt3,"Next, you see that the salad is gone.",1,195,1,eating,continuation,3,3,original,1.0,objectness
148,R_8qV7UAPrFF4PSwG,6,comingcontinuationprompt1,"Next, you see your friend outside the house.",1,196,1,coming,continuation,1,2,original,1.0,social
149,R_8qV7UAPrFF4PSwG,6,taste2continuationprompt3,"Next, you taste something bad.",1,197,1,taste2,continuation,3,4,original,1.0,temporal
150,R_8qV7UAPrFF4PSwG,6,colorcontinuationprompt2,"Next, you notice how the blocks are different colors.",1,198,1,color,continuation,2,0,original,2.0,geometry
151,R_8qV7UAPrFF4PSwG,6,farcontinuationprompt2,"Next, you notice that the train is nearby.",1,199,0,far,continuation,2,3,original,2.0,objectness
152,R_8qV7UAPrFF4PSwG,6,morecontinuationprompt3,"Next, you notice that there are more beads in the bowl than in the cup.",1,200,1,more,continuation,3,1,original,2.0,numerosity
153,R_8qV7UAPrFF4PSwG,6,completioncontinuationprompt1,"Next, you look back at the complete form.",1,201,1,completion,continuation,1,3,original,2.0,social
154,R_8qV7UAPrFF4PSwG,6,emptycontinuationprompt2,"Next, you pick up the empty box.",1,202,1,empty,continuation,2,5,original,2.0,geometry
155,R_8qV7UAPrFF4PSwG,6,smallestcontinuationprompt2,"Next, you see the smaller item in the box.",1,203,1,smallest,continuation,2,2,original,3.0,numerosity
156,R_8qV7UAPrFF4PSwG,6,continuation3continuationprompt3,"Next, you take a nothing from the safe.",1,204,1,continuation3,continuation,3,0,original,3.0,temporal
157,R_8qV7UAPrFF4PSwG,6,cuttingcontinuationprompt2,"Next, you look at the fence from inside the garden.",1,205,1,cutting,continuation,2,1,original,3.0,geometry
158,R_8qV7UAPrFF4PSwG,6,reciprocitycontinuationprompt2,"Next, you offer to return the favor",1,206,1,reciprocity,continuation,2,2,original,3.0,social
159,R_8qV7UAPrFF4PSwG,6,speedcontinuationprompt1,"Now, you will arrive earlier to your friend's house.",1,207,1,speed,continuation,1,1,original,3.0,temporal
172,R_2AbPByjs6GwAqNH,7,touchcontinuationprompt3,"Next, you feel a prick.",2,197,1,touch,continuation,3,3,original,1.0,objectness
173,R_2AbPByjs6GwAqNH,7,daycontinuationprompt2,"Next, you look at the clock and see that it is 7AM.",2,198,1,day,continuation,2,1,original,1.0,temporal
174,R_2AbPByjs6GwAqNH,7,abovecontinuationprompt3,"Next, you look back at the books on top of the shelf.",2,199,1,above,continuation,3,3,original,1.0,geometry
175,R_2AbPByjs6GwAqNH,7,agecontinuationprompt3,"Next, you think about how that was a long time ago.",2,200,1,age,continuation,3,5,original,1.0,temporal
176,R_2AbPByjs6GwAqNH,7,largest2continuationprompt3,"Next, you leave less money for the next person.",2,201,1,largest2,continuation,3,2,original,2.0,numerosity
177,R_2AbPByjs6GwAqNH,7,farcontinuationprompt1,"Now, you know that you will be here for some time",2,202,1,far,continuation,1,5,original,2.0,objectness
178,R_2AbPByjs6GwAqNH,7,completioncontinuationprompt3,"Next, you put the pen next to the complete form.",2,203,1,completion,continuation,3,0,original,2.0,social
179,R_2AbPByjs6GwAqNH,7,correspondencecontinuationprompt1,"Next, you unlock the door.",2,204,1,correspondence,continuation,1,3,original,3.0,temporal
180,R_2AbPByjs6GwAqNH,7,mattercontinuationprompt1,"Next, you notice the water boiling.",2,205,1,matter,continuation,1,5,original,3.0,geometry
181,R_2AbPByjs6GwAqNH,7,namescontinuationprompt1,"Next, you ask whether his name is John.",2,206,1,names,continuation,1,5,original,3.0,social
182,R_2AbPByjs6GwAqNH,7,reciprocitycontinuationprompt3,"Next, you say thank you.",2,207,1,reciprocity,continuation,3,2,original,3.0,social
195,R_2JIsSKLClFiYCY6,5,touchcontinuationprompt3,"Next, you feel a prick.",2,105,1,touch,continuation,3,3,original,1.0,objectness
196,R_2JIsSKLClFiYCY6,5,daycontinuationprompt2,"Next, you look at the clock and see that it is 7AM.",2,106,1,day,continuation,2,1,original,1.0,temporal
197,R_2JIsSKLClFiYCY6,5,abovecontinuationprompt3,"Next, you look back at the books on top of the shelf.",2,107,1,above,continuation,3,3,original,1.0,geometry
198,R_2JIsSKLClFiYCY6,5,agecontinuationprompt3,"Next, you think about how that was a long time ago.",2,108,1,age,continuation,3,5,original,1.0,temporal
199,R_2JIsSKLClFiYCY6,5,largest2continuationprompt3,"Next, you leave less money for the next person.",2,109,1,largest2,continuation,3,2,original,2.0,numerosity
200,R_2JIsSKLClFiYCY6,5,farcontinuationprompt1,"Now, you know that you will be here for some time",2,110,1,far,continuation,1,5,original,2.0,objectness
201,R_2JIsSKLClFiYCY6,5,completioncontinuationprompt3,"Next, you put the pen next to the complete form.",2,111,1,completion,continuation,3,0,original,2.0,social
202,R_2JIsSKLClFiYCY6,5,correspondencecontinuationprompt1,"Next, you unlock the door.",2,112,1,correspondence,continuation,1,3,original,3.0,temporal
203,R_2JIsSKLClFiYCY6,5,mattercontinuationprompt1,"Next, you notice the water boiling.",2,113,1,matter,continuation,1,5,original,3.0,geometry
204,R_2JIsSKLClFiYCY6,5,namescontinuationprompt1,"Next, you ask whether his name is John.",2,114,1,names,continuation,1,5,original,3.0,social
205,R_2JIsSKLClFiYCY6,5,reciprocitycontinuationprompt3,"Next, you say thank you.",2,115,1,reciprocity,continuation,3,2,original,3.0,social
218,R_82PbtRlJxA6hQax,7,touchcontinuationprompt3,"Next, you feel a prick.",2,473,1,touch,continuation,3,3,original,1.0,objectness
219,R_82PbtRlJxA6hQax,7,daycontinuationprompt2,"Next, you look at the clock and see that it is 7AM.",2,474,1,day,continuation,2,1,original,1.0,temporal
220,R_82PbtRlJxA6hQax,7,abovecontinuationprompt3,"Next, you look back at the books on top of the shelf.",2,475,1,above,continuation,3,3,original,1.0,geometry
221,R_82PbtRlJxA6hQax,7,agecontinuationprompt3,"Next, you think about how that was a long time ago.",2,476,1,age,continuation,3,5,original,1.0,temporal
222,R_82PbtRlJxA6hQax,7,largest2continuationprompt3,"Next, you leave less money for the next person.",2,477,1,largest2,continuation,3,2,original,2.0,numerosity
223,R_82PbtRlJxA6hQax,7,farcontinuationprompt1,"Now, you know that you will be here for some time",2,478,1,far,continuation,1,5,original,2.0,objectness
224,R_82PbtRlJxA6hQax,7,completioncontinuationprompt3,"Next, you put the pen next to the complete form.",2,479,1,completion,continuation,3,0,original,2.0,social
225,R_82PbtRlJxA6hQax,7,correspondencecontinuationprompt1,"Next, you unlock the door.",2,480,1,correspondence,continuation,1,3,original,3.0,temporal
226,R_82PbtRlJxA6hQax,7,mattercontinuationprompt1,"Next, you notice the ice melting.",2,481,0,matter,continuation,1,5,original,3.0,geometry
227,R_82PbtRlJxA6hQax,7,namescontinuationprompt1,"Next, you ask whether his name is John.",2,482,1,names,continuation,1,5,original,3.0,social
228,R_82PbtRlJxA6hQax,7,reciprocitycontinuationprompt3,"Next, you say thank you.",2,483,1,reciprocity,continuation,3,2,original,3.0,social
241,R_88FWwjnDmIlALSh,6,touchcontinuationprompt3,"Next, you feel a prick.",2,289,1,touch,continuation,3,3,original,1.0,objectness
242,R_88FWwjnDmIlALSh,6,daycontinuationprompt2,"Next, you look at the clock and see that it is 7AM.",2,290,1,day,continuation,2,1,original,1.0,temporal
243,R_88FWwjnDmIlALSh,6,abovecontinuationprompt3,"Next, you look back at the books below the shelf.",2,291,0,above,continuation,3,3,original,1.0,geometry
244,R_88FWwjnDmIlALSh,6,agecontinuationprompt3,"Next, you think about how that was a long time ago.",2,292,1,age,continuation,3,5,original,1.0,temporal
245,R_88FWwjnDmIlALSh,6,largest2continuationprompt3,"Next, you leave less money for the next person.",2,293,1,largest2,continuation,3,2,original,2.0,numerosity
246,R_88FWwjnDmIlALSh,6,farcontinuationprompt1,"Now, you know that you will be here for some time",2,294,1,far,continuation,1,5,original,2.0,objectness
247,R_88FWwjnDmIlALSh,6,completioncontinuationprompt3,"Next, you put the pen next to the complete form.",2,295,1,completion,continuation,3,0,original,2.0,social
248,R_88FWwjnDmIlALSh,6,correspondencecontinuationprompt1,"Next, you unlock the door.",2,296,1,correspondence,continuation,1,3,original,3.0,temporal
249,R_88FWwjnDmIlALSh,6,mattercontinuationprompt1,"Next, you notice the water boiling.",2,297,1,matter,continuation,1,5,original,3.0,geometry
250,R_88FWwjnDmIlALSh,6,namescontinuationprompt1,"Next, you ask whether his name is John.",2,298,1,names,continuation,1,5,original,3.0,social
251,R_88FWwjnDmIlALSh,6,reciprocitycontinuationprompt3,"Next, you say thank you.",2,299,1,reciprocity,continuation,3,2,original,3.0,social
264,R_8OGBoWXDfyIzKE2,7,touchcontinuationprompt3,"Next, you feel a prick.",2,381,1,touch,continuation,3,3,original,1.0,objectness
265,R_8OGBoWXDfyIzKE2,7,daycontinuationprompt2,"Next, you look at the clock and see that it is 7AM.",2,382,1,day,continuation,2,1,original,1.0,temporal
266,R_8OGBoWXDfyIzKE2,7,abovecontinuationprompt3,"Next, you look back at the books on top of the shelf.",2,383,1,above,continuation,3,3,original,1.0,geometry
267,R_8OGBoWXDfyIzKE2,7,agecontinuationprompt3,"Next, you think about how that was a long time ago.",2,384,1,age,continuation,3,5,original,1.0,temporal
268,R_8OGBoWXDfyIzKE2,7,largest2continuationprompt3,"Next, you leave less money for the next person.",2,385,1,largest2,continuation,3,2,original,2.0,numerosity
269,R_8OGBoWXDfyIzKE2,7,farcontinuationprompt1,"Now, you know that you will be here for some time",2,386,1,far,continuation,1,5,original,2.0,objectness
270,R_8OGBoWXDfyIzKE2,7,completioncontinuationprompt3,"Next, you put the pen next to the complete form.",2,387,1,completion,continuation,3,0,original,2.0,social
271,R_8OGBoWXDfyIzKE2,7,correspondencecontinuationprompt1,"Next, you unlock the door.",2,388,1,correspondence,continuation,1,3,original,3.0,temporal
272,R_8OGBoWXDfyIzKE2,7,mattercontinuationprompt1,"Next, you notice the ice melting.",2,389,0,matter,continuation,1,5,original,3.0,geometry
273,R_8OGBoWXDfyIzKE2,7,namescontinuationprompt1,"Next, you ask whether his name is John.",2,390,1,names,continuation,1,5,original,3.0,social
274,R_8OGBoWXDfyIzKE2,7,reciprocitycontinuationprompt3,"Next, you say thank you.",2,391,1,reciprocity,continuation,3,2,original,3.0,social
287,R_8QthgUwX0iY3JJt,7,touchcontinuationprompt3,"Next, you feel a prick.",2,13,1,touch,continuation,3,3,original,1.0,objectness
288,R_8QthgUwX0iY3JJt,7,daycontinuationprompt2,"Next, you look at the clock and see that it is 7AM.",2,14,1,day,continuation,2,1,original,1.0,temporal
289,R_8QthgUwX0iY3JJt,7,abovecontinuationprompt3,"Next, you look back at the books on top of the shelf.",2,15,1,above,continuation,3,3,original,1.0,geometry
290,R_8QthgUwX0iY3JJt,7,agecontinuationprompt3,"Next, you think about how that was a long time ago.",2,16,1,age,continuation,3,5,original,1.0,temporal
291,R_8QthgUwX0iY3JJt,7,largest2continuationprompt3,"Next, you leave less money for the next person.",2,17,1,largest2,continuation,3,2,original,2.0,numerosity
292,R_8QthgUwX0iY3JJt,7,farcontinuationprompt1,"Now, you know that you will be here for some time",2,18,1,far,continuation,1,5,original,2.0,objectness
293,R_8QthgUwX0iY3JJt,7,completioncontinuationprompt3,"Next, you put the pen next to the complete form.",2,19,1,completion,continuation,3,0,original,2.0,social
294,R_8QthgUwX0iY3JJt,7,correspondencecontinuationprompt1,"Next, you unlock the door.",2,20,1,correspondence,continuation,1,3,original,3.0,temporal
295,R_8QthgUwX0iY3JJt,7,mattercontinuationprompt1,"Next, you notice the water boiling.",2,21,1,matter,continuation,1,5,original,3.0,geometry
296,R_8QthgUwX0iY3JJt,7,namescontinuationprompt1,"Next, you ask whether his name is John.",2,22,1,names,continuation,1,5,original,3.0,social
297,R_8QthgUwX0iY3JJt,7,reciprocitycontinuationprompt3,"Next, you say thank you.",2,23,1,reciprocity,continuation,3,2,original,3.0,social
310,R_8ijJGZWfPYPIkLr,5,touchcontinuationprompt3,"Next, you feel nothing.",2,565,0,touch,continuation,3,3,original,1.0,objectness
311,R_8ijJGZWfPYPIkLr,5,daycontinuationprompt2,"Next, you look at the clock and see that it is 7AM.",2,566,1,day,continuation,2,1,original,1.0,temporal
312,R_8ijJGZWfPYPIkLr,5,abovecontinuationprompt3,"Next, you look back at the books on top of the shelf.",2,567,1,above,continuation,3,3,original,1.0,geometry
313,R_8ijJGZWfPYPIkLr,5,agecontinuationprompt3,"Next, you think about how that was not a long time ago.",2,568,0,age,continuation,3,5,original,1.0,temporal
314,R_8ijJGZWfPYPIkLr,5,largest2continuationprompt3,"Next, you leave more money for the next person.",2,569,0,largest2,continuation,3,2,original,2.0,numerosity
315,R_8ijJGZWfPYPIkLr,5,farcontinuationprompt1,"Now, you know that you will be here not so long",2,570,0,far,continuation,1,5,original,2.0,objectness
316,R_8ijJGZWfPYPIkLr,5,completioncontinuationprompt3,"Next, you put the pen next to the complete form.",2,571,1,completion,continuation,3,0,original,2.0,social
317,R_8ijJGZWfPYPIkLr,5,correspondencecontinuationprompt1,"Next, you unlock the door.",2,572,1,correspondence,continuation,1,3,original,3.0,temporal
318,R_8ijJGZWfPYPIkLr,5,mattercontinuationprompt1,"Next, you notice the ice melting.",2,573,0,matter,continuation,1,5,original,3.0,geometry
319,R_8ijJGZWfPYPIkLr,5,namescontinuationprompt1,"Next, you ask whether his name is John.",2,574,1,names,continuation,1,5,original,3.0,social
320,R_8ijJGZWfPYPIkLr,5,reciprocitycontinuationprompt3,"Next, you say thank you.",2,575,1,reciprocity,continuation,3,2,original,3.0,social
333,R_271KyPA8bbwm5Zt,6,copycontinuationprompt3,"Now, you have two lists.",3,105,1,copy,continuation,3,4,original,2.0,social
334,R_271KyPA8bbwm5Zt,6,newcontinuationprompt2,"Next, you look at all the dust.",3,106,0,new,continuation,2,0,original,2.0,temporal
335,R_271KyPA8bbwm5Zt,6,smallest2continuationprompt1,"Next, you look back at the smaller apple in your hand.",3,107,1,smallest2,continuation,1,0,original,2.0,numerosity
336,R_271KyPA8bbwm5Zt,6,mattercontinuationprompt2,"Next, you notice the gas forming.",3,108,1,matter,continuation,2,3,original,3.0,geometry
337,R_271KyPA8bbwm5Zt,6,cuttingcontinuationprompt1,"Next, you go for a walk in the neighborhood.",3,109,0,cutting,continuation,1,2,original,3.0,geometry
338,R_271KyPA8bbwm5Zt,6,continuation2continuationprompt1,"Next, you open the chest.",3,110,1,continuation2,continuation,1,3,original,3.0,temporal
339,R_271KyPA8bbwm5Zt,6,dyingcontinuationprompt1,"Next, you notice the flowers are dead when you return.",3,111,1,dying,continuation,1,1,original,3.0,temporal
340,R_271KyPA8bbwm5Zt,6,reciprocitycontinuationprompt3,"Next, you say thank you.",3,113,1,reciprocity,continuation,3,2,original,3.0,social
341,R_271KyPA8bbwm5Zt,6,namescontinuationprompt1,"Next, you ask whether his name is John.",3,114,1,names,continuation,1,1,original,3.0,social
342,R_271KyPA8bbwm5Zt,6,continuation3continuationprompt1,"Next, you open the safe.",3,115,1,continuation3,continuation,1,2,original,3.0,temporal
355,R_2PiVsa4tOcvS5O1,6,copycontinuationprompt3,"Now, you have one list.",3,289,0,copy,continuation,3,4,original,2.0,social
356,R_2PiVsa4tOcvS5O1,6,newcontinuationprompt2,"Next, you look at all the dust.",3,290,0,new,continuation,2,0,original,2.0,temporal
357,R_2PiVsa4tOcvS5O1,6,smallest2continuationprompt1,"Next, you look back at the smaller apple in your hand.",3,291,1,smallest2,continuation,1,0,original,2.0,numerosity
358,R_2PiVsa4tOcvS5O1,6,mattercontinuationprompt2,"Next, you notice the gas forming.",3,292,1,matter,continuation,2,3,original,3.0,geometry
359,R_2PiVsa4tOcvS5O1,6,cuttingcontinuationprompt1,"Next, you go for a walk in the garden.",3,293,1,cutting,continuation,1,2,original,3.0,geometry
360,R_2PiVsa4tOcvS5O1,6,continuation2continuationprompt1,"Next, you open the chest.",3,294,1,continuation2,continuation,1,3,original,3.0,temporal
