sentence-id,sentence-name,interval-length,probe-method,score-good,score-bad,score-diff,correct,model,prompt_type,complexity,concept_tag,has_tag
goaldirectedness,goaldirectedness_interval_4_continuation_3,4,continuation,-3.54252929672,-3.651496731346939,0.1089674346269391,True,gemma2-9b-instruct,continuation,2.0,Social,True
goaldirectedness,goaldirectedness_interval_5_continuation_1,5,continuation,-3.2676921907213115,-3.4633420913333337,0.1956499006120222,True,gemma2-9b-instruct,continuation,2.0,Social,True
goaldirectedness,goaldirectedness_interval_5_continuation_2,5,continuation,-3.38108424122807,-3.467569986842105,0.0864857456140351,True,gemma2-9b-instruct,continuation,2.0,Social,True
goaldirectedness,goaldirectedness_interval_5_continuation_3,5,continuation,-3.483731950892857,-3.58087935,0.0971473991071429,True,gemma2-9b-instruct,continuation,2.0,Social,True
goaldirectedness,goaldirectedness_interval_6_continuation_1,6,continuation,-3.211509010969697,-3.402065501529412,0.1905564905597145,True,gemma2-9b-instruct,continuation,2.0,Social,True
goaldirectedness,goaldirectedness_interval_6_continuation_2,6,continuation,-3.3250240201612904,-3.410410234838709,0.0853862146774191,True,gemma2-9b-instruct,continuation,2.0,Social,True
goaldirectedness,goaldirectedness_interval_6_continuation_3,6,continuation,-3.3906750286885243,-3.512290445833333,0.1216154171448091,True,gemma2-9b-instruct,continuation,2.0,Social,True
efficiency,efficiency_interval_1_continuation_1,1,continuation,-2.166254111915536,-2.490463976811321,0.3242098648957849,True,gemma2-9b-instruct,continuation,2.0,Social,True
efficiency,efficiency_interval_1_continuation_2,1,continuation,-2.2377585174489285,-2.688746643272727,0.4509881258237986,True,gemma2-9b-instruct,continuation,2.0,Social,True
efficiency,efficiency_interval_1_continuation_3,1,continuation,-2.166254111915536,-2.490463976811321,0.3242098648957849,True,gemma2-9b-instruct,continuation,2.0,Social,True
efficiency,efficiency_interval_2_continuation_1,2,continuation,-2.420949892890606,-2.6705819996190474,0.2496321067284412,True,gemma2-9b-instruct,continuation,2.0,Social,True
efficiency,efficiency_interval_2_continuation_2,2,continuation,-2.4646293325204542,-2.820403935646154,0.3557746031256998,True,gemma2-9b-instruct,continuation,2.0,Social,True
efficiency,efficiency_interval_2_continuation_3,2,continuation,-2.420949892890606,-2.6705819996190474,0.2496321067284412,True,gemma2-9b-instruct,continuation,2.0,Social,True
efficiency,efficiency_interval_3_continuation_1,3,continuation,-2.5444227194761115,-2.801663495768116,0.2572407762920043,True,gemma2-9b-instruct,continuation,2.0,Social,True
efficiency,efficiency_interval_3_continuation_2,3,continuation,-2.600935512381528,-2.9576926435492954,0.3567571311677677,True,gemma2-9b-instruct,continuation,2.0,Social,True
efficiency,efficiency_interval_3_continuation_3,3,continuation,-2.5444227194761115,-2.801663495768116,0.2572407762920043,True,gemma2-9b-instruct,continuation,2.0,Social,True
efficiency,efficiency_interval_4_continuation_1,4,continuation,-2.561704382370253,-2.810534929302632,0.2488305469323783,True,gemma2-9b-instruct,continuation,2.0,Social,True
efficiency,efficiency_interval_4_continuation_2,4,continuation,-2.5992082586792407,-2.932093791794872,0.3328855331156313,True,gemma2-9b-instruct,continuation,2.0,Social,True
efficiency,efficiency_interval_4_continuation_3,4,continuation,-2.561704382370253,-2.810534929302632,0.2488305469323783,True,gemma2-9b-instruct,continuation,2.0,Social,True
efficiency,efficiency_interval_5_continuation_1,5,continuation,-2.551742608825977,-2.7744657428809525,0.2227231340549753,True,gemma2-9b-instruct,continuation,2.0,Social,True
efficiency,efficiency_interval_5_continuation_2,5,continuation,-2.597680936235747,-2.894886904313953,0.297205968078206,True,gemma2-9b-instruct,continuation,2.0,Social,True
efficiency,efficiency_interval_5_continuation_3,5,continuation,-2.551742608825977,-2.7744657428809525,0.2227231340549753,True,gemma2-9b-instruct,continuation,2.0,Social,True
efficiency,efficiency_interval_6_continuation_1,6,continuation,-2.489273643758,-2.686772061649485,0.1974984178914849,True,gemma2-9b-instruct,continuation,2.0,Social,True
efficiency,efficiency_interval_6_continuation_2,6,continuation,-2.5306932928935,-2.7849140362626263,0.2542207433691263,True,gemma2-9b-instruct,continuation,2.0,Social,True
efficiency,efficiency_interval_6_continuation_3,6,continuation,-2.489273643758,-2.686772061649485,0.1974984178914849,True,gemma2-9b-instruct,continuation,2.0,Social,True
reciprocity,reciprocity_interval_1_continuation_1,1,continuation,-2.9311370849791665,-3.0246010640425536,0.0934639790633871,True,gemma2-9b-instruct,continuation,3.0,Social,True
reciprocity,reciprocity_interval_1_continuation_2,1,continuation,-2.9628421950434785,-3.374262152888889,0.4114199578454105,True,gemma2-9b-instruct,continuation,3.0,Social,True
reciprocity,reciprocity_interval_1_continuation_3,1,continuation,-3.0631673178222223,-3.2318448154545454,0.1686774976323231,True,gemma2-9b-instruct,continuation,3.0,Social,True
reciprocity,reciprocity_interval_2_continuation_1,2,continuation,-2.921344625534483,-2.9863945142105264,0.0650498886760435,True,gemma2-9b-instruct,continuation,3.0,Social,True
reciprocity,reciprocity_interval_2_continuation_2,2,continuation,-2.8975105286607143,-3.2194224965454548,0.3219119678847404,True,gemma2-9b-instruct,continuation,3.0,Social,True
reciprocity,reciprocity_interval_2_continuation_3,2,continuation,-3.012290261109091,-3.130025227962963,0.117734966853872,True,gemma2-9b-instruct,continuation,3.0,Social,True
reciprocity,reciprocity_interval_3_continuation_1,3,continuation,-2.9075472862178797,-2.9767341614520006,0.0691868752341213,True,gemma2-9b-instruct,continuation,3.0,Social,True
reciprocity,reciprocity_interval_3_continuation_2,3,continuation,-2.8587568403028127,-3.1261691745139686,0.2674123342111558,True,gemma2-9b-instruct,continuation,3.0,Social,True
reciprocity,reciprocity_interval_3_continuation_3,3,continuation,-2.9602775574504765,-3.026389645070646,0.0661120876201692,True,gemma2-9b-instruct,continuation,3.0,Social,True
reciprocity,reciprocity_interval_4_continuation_1,4,continuation,-2.680163897052308,-2.729413565156883,0.0492496681045753,True,gemma2-9b-instruct,continuation,3.0,Social,True
reciprocity,reciprocity_interval_4_continuation_2,4,continuation,-2.6088315562773685,-2.821833343561067,0.2130017872836984,True,gemma2-9b-instruct,continuation,3.0,Social,True
reciprocity,reciprocity_interval_4_continuation_3,4,continuation,-2.6739183044944004,-2.739189199555135,0.0652708950607348,True,gemma2-9b-instruct,continuation,3.0,Social,True
reciprocity,reciprocity_interval_5_continuation_1,5,continuation,-2.543220477057079,-2.609397931489546,0.0661774544324669,True,gemma2-9b-instruct,continuation,3.0,Social,True
reciprocity,reciprocity_interval_5_continuation_2,5,continuation,-2.5004967436790806,-2.6883864735009304,0.1878897298218498,True,gemma2-9b-instruct,continuation,3.0,Social,True
reciprocity,reciprocity_interval_5_continuation_3,5,continuation,-2.5676078352451164,-2.6165219026009416,0.0489140673558252,True,gemma2-9b-instruct,continuation,3.0,Social,True
reciprocity,reciprocity_interval_6_continuation_1,6,continuation,-2.5090387903139395,-2.5798221899702045,0.070783399656265,True,gemma2-9b-instruct,continuation,3.0,Social,True
reciprocity,reciprocity_interval_6_continuation_2,6,continuation,-2.469227397596392,-2.642927209552917,0.1736998119565251,True,gemma2-9b-instruct,continuation,3.0,Social,True
reciprocity,reciprocity_interval_6_continuation_3,6,continuation,-2.5474415222925004,-2.5820961801797897,0.0346546578872892,True,gemma2-9b-instruct,continuation,3.0,Social,True
ToM,ToM_interval_1_continuation_1,1,continuation,-2.9282597382511626,-3.130913490297674,0.2026537520465114,True,gemma2-9b-instruct,continuation,3.0,Social,True
ToM,ToM_interval_1_continuation_2,1,continuation,-2.8796274937395347,-3.1154020442511627,0.235774550511628,True,gemma2-9b-instruct,continuation,3.0,Social,True
ToM,ToM_interval_1_continuation_3,1,continuation,-3.0735461209953487,-3.162799391460465,0.0892532704651163,True,gemma2-9b-instruct,continuation,3.0,Social,True
ToM,ToM_interval_2_continuation_1,2,continuation,-3.207243804856,-3.290212554936,0.08296875008,True,gemma2-9b-instruct,continuation,3.0,Social,True
ToM,ToM_interval_2_continuation_2,2,continuation,-3.089533843856,-3.222800445456,0.1332666016000003,True,gemma2-9b-instruct,continuation,3.0,Social,True
ToM,ToM_interval_2_continuation_3,2,continuation,-3.288269195456,-3.346198883056,0.0579296876000001,True,gemma2-9b-instruct,continuation,3.0,Social,True
ToM,ToM_interval_3_continuation_1,3,continuation,-2.6996894342548385,-2.761616491367742,0.0619270571129035,True,gemma2-9b-instruct,continuation,3.0,Social,True
ToM,ToM_interval_3_continuation_2,3,continuation,-2.594061205367742,-2.719655805883871,0.1255946005161292,True,gemma2-9b-instruct,continuation,3.0,Social,True
ToM,ToM_interval_3_continuation_3,3,continuation,-2.7665938097548386,-2.822761904754839,0.0561680950000003,True,gemma2-9b-instruct,continuation,3.0,Social,True
ToM,ToM_interval_4_continuation_1,4,continuation,-2.624691445354286,-2.7067070006114284,0.0820155552571426,True,gemma2-9b-instruct,continuation,3.0,Social,True
ToM,ToM_interval_4_continuation_2,4,continuation,-2.5691599163257144,-2.672956303068572,0.1037963867428573,True,gemma2-9b-instruct,continuation,3.0,Social,True
ToM,ToM_interval_4_continuation_3,4,continuation,-2.7249512807828573,-2.7676410129257145,0.0426897321428572,True,gemma2-9b-instruct,continuation,3.0,Social,True
ToM,ToM_interval_5_continuation_1,5,continuation,-2.6622702355650603,-2.71960063143253,0.0573303958674698,True,gemma2-9b-instruct,continuation,3.0,Social,True
ToM,ToM_interval_5_continuation_2,5,continuation,-2.6078695272879515,-2.6760141762036143,0.0681446489156627,True,gemma2-9b-instruct,continuation,3.0,Social,True
ToM,ToM_interval_5_continuation_3,5,continuation,-2.7186652492156624,-2.7435499442759035,0.024884695060241,True,gemma2-9b-instruct,continuation,3.0,Social,True
ToM,ToM_interval_6_continuation_1,6,continuation,-2.698160420248913,-2.7428766332597827,0.0447162130108695,True,gemma2-9b-instruct,continuation,3.0,Social,True
ToM,ToM_interval_6_continuation_2,6,continuation,-2.657564080238044,-2.7011498159771743,0.0435857357391307,True,gemma2-9b-instruct,continuation,3.0,Social,True
ToM,ToM_interval_6_continuation_3,6,continuation,-2.752196436303261,-2.7733411373902177,0.0211447010869565,True,gemma2-9b-instruct,continuation,3.0,Social,True
emotions,emotions_interval_1_continuation_1,1,continuation,-3.324007600810811,-3.3894108945945947,0.0654032937837838,True,gemma2-9b-instruct,continuation,2.0,Social,True
emotions,emotions_interval_1_continuation_2,1,continuation,-3.106313344054054,-3.324429898108108,0.2181165540540544,True,gemma2-9b-instruct,continuation,2.0,Social,True
emotions,emotions_interval_1_continuation_3,1,continuation,-3.22041015575,-3.1781372065,-0.0422729492499995,False,gemma2-9b-instruct,continuation,2.0,Social,True
emotions,emotions_interval_2_continuation_1,2,continuation,-3.077797267326087,-3.157960310804348,0.0801630434782607,True,gemma2-9b-instruct,continuation,2.0,Social,True
emotions,emotions_interval_2_continuation_2,2,continuation,-2.919679060804348,-3.1078584086304346,0.1881793478260869,True,gemma2-9b-instruct,continuation,2.0,Social,True
emotions,emotions_interval_2_continuation_3,2,continuation,-2.998934998510204,-2.976773008714286,-0.0221619897959182,False,gemma2-9b-instruct,continuation,2.0,Social,True
emotions,emotions_interval_3_continuation_1,3,continuation,-3.1611960668545454,-3.197559703218182,0.0363636363636366,True,gemma2-9b-instruct,continuation,2.0,Social,True
emotions,emotions_interval_3_continuation_2,3,continuation,-3.0285256123090907,-3.1603437941272725,0.1318181818181818,True,gemma2-9b-instruct,continuation,2.0,Social,True
emotions,emotions_interval_3_continuation_3,3,continuation,-3.12086749874138,-3.1212715935689657,0.0004040948275862,True,gemma2-9b-instruct,continuation,2.0,Social,True
emotions,emotions_interval_4_continuation_1,4,continuation,-3.094639512081967,-3.1336379751967214,0.0389984631147544,True,gemma2-9b-instruct,continuation,2.0,Social,True
emotions,emotions_interval_4_continuation_2,4,continuation,-2.9811661514262293,-3.0978413563442624,0.116675204918033,True,gemma2-9b-instruct,continuation,2.0,Social,True
emotions,emotions_interval_4_continuation_3,4,continuation,-3.071282386515625,-3.047356605265625,-0.02392578125,False,gemma2-9b-instruct,continuation,2.0,Social,True
emotions,emotions_interval_5_continuation_1,5,continuation,-2.957432216763889,-3.012716504958333,0.0552842881944442,True,gemma2-9b-instruct,continuation,2.0,Social,True
emotions,emotions_interval_5_continuation_2,5,continuation,-2.8671544389861108,-2.974359300097222,0.1072048611111111,True,gemma2-9b-instruct,continuation,2.0,Social,True
emotions,emotions_interval_5_continuation_3,5,continuation,-2.9401245114266668,-2.92283284476,-0.0172916666666669,False,gemma2-9b-instruct,continuation,2.0,Social,True
emotions,emotions_interval_6_continuation_1,6,continuation,-2.753792607281396,-2.801303508444186,0.0475109011627905,True,gemma2-9b-instruct,continuation,2.0,Social,True
emotions,emotions_interval_6_continuation_2,6,continuation,-2.6937453689093025,-2.7626043805372094,0.0688590116279068,True,gemma2-9b-instruct,continuation,2.0,Social,True
emotions,emotions_interval_6_continuation_3,6,continuation,-2.810919857822472,-2.78899657838427,-0.021923279438202,False,gemma2-9b-instruct,continuation,2.0,Social,True
going,going_interval_1_continuation_1,1,continuation,-3.419779459425,-3.407755534008333,-0.0120239254166669,False,gemma2-9b-instruct,continuation,1.0,Social,True
going,going_interval_1_continuation_2,1,continuation,-3.589650472216667,-3.890462239819048,0.3008117676023811,True,gemma2-9b-instruct,continuation,1.0,Social,True
going,going_interval_1_continuation_3,1,continuation,-3.899042544182609,-3.683859120269565,-0.2151834239130434,False,gemma2-9b-instruct,continuation,1.0,Social,True
going,going_interval_2_continuation_1,2,continuation,-3.153366581080645,-3.1384818785,-0.0148847025806455,False,gemma2-9b-instruct,continuation,1.0,Social,True
going,going_interval_2_continuation_2,2,continuation,-3.1362294842741933,-3.351561410089286,0.2153319258150925,True,gemma2-9b-instruct,continuation,1.0,Social,True
going,going_interval_2_continuation_3,2,continuation,-3.464700317383333,-3.329674275716667,-0.1350260416666664,False,gemma2-9b-instruct,continuation,1.0,Social,True
going,going_interval_3_continuation_1,3,continuation,-3.0972057141710527,-3.0701189541710527,-0.0270867599999999,False,gemma2-9b-instruct,continuation,1.0,Social,True
going,going_interval_3_continuation_2,3,continuation,-3.150338423907895,-3.3068908691,0.1565524451921049,True,gemma2-9b-instruct,continuation,1.0,Social,True
going,going_interval_3_continuation_3,3,continuation,-3.2914403966891896,-3.283839045337838,-0.0076013513513517,False,gemma2-9b-instruct,continuation,1.0,Social,True
going,going_interval_4_continuation_1,4,continuation,-3.249692695081396,-3.2048616632209304,-0.0448310318604652,False,gemma2-9b-instruct,continuation,1.0,Social,True
going,going_interval_4_continuation_2,4,continuation,-3.2837247626395354,-3.4290153503375,0.1452905876979646,True,gemma2-9b-instruct,continuation,1.0,Social,True
going,going_interval_4_continuation_3,4,continuation,-3.333594185964286,-3.3975822812023813,0.0639880952380953,True,gemma2-9b-instruct,continuation,1.0,Social,True
going,going_interval_5_continuation_1,5,continuation,-3.2415988629615384,-3.201372000076923,-0.0402268628846154,False,gemma2-9b-instruct,continuation,1.0,Social,True
going,going_interval_5_continuation_2,5,continuation,-3.242744445653846,-3.359388078857142,0.1166436332032967,True,gemma2-9b-instruct,continuation,1.0,Social,True
going,going_interval_5_continuation_3,5,continuation,-3.2671478869803923,-3.338073132078432,0.0709252450980391,True,gemma2-9b-instruct,continuation,1.0,Social,True
going,going_interval_6_continuation_1,6,continuation,-3.1598848041754386,-3.123871920315789,-0.0360128838596494,False,gemma2-9b-instruct,continuation,1.0,Social,True
going,going_interval_6_continuation_2,6,continuation,-3.16815560322807,-3.2713470458888887,0.1031914426608184,True,gemma2-9b-instruct,continuation,1.0,Social,True
going,going_interval_6_continuation_3,6,continuation,-3.208756038125,-3.254096439910714,0.0453404017857144,True,gemma2-9b-instruct,continuation,1.0,Social,True
coming,coming_interval_1_continuation_1,1,continuation,-3.2705128987500003,-3.1081237791666667,-0.1623891195833335,False,gemma2-9b-instruct,continuation,1.0,Social,True
coming,coming_interval_1_continuation_2,1,continuation,-3.469375610375,-3.750726609,0.2813509986250002,True,gemma2-9b-instruct,continuation,1.0,Social,True
coming,coming_interval_1_continuation_3,1,continuation,-3.796336298391304,-3.546675972304348,-0.2496603260869561,False,gemma2-9b-instruct,continuation,1.0,Social,True
coming,coming_interval_2_continuation_1,2,continuation,-3.161611249580645,-3.030586488677419,-0.1310247609032262,False,gemma2-9b-instruct,continuation,1.0,Social,True
coming,coming_interval_2_continuation_2,2,continuation,-3.292738391516129,-3.4416394915,0.1489010999838709,True,gemma2-9b-instruct,continuation,1.0,Social,True
coming,coming_interval_2_continuation_3,2,continuation,-3.430015055333333,-3.2281921386666665,-0.2018229166666669,False,gemma2-9b-instruct,continuation,1.0,Social,True
coming,coming_interval_3_continuation_1,3,continuation,-2.9173439427105263,-2.839450233763158,-0.0778937089473683,False,gemma2-9b-instruct,continuation,1.0,Social,True
coming,coming_interval_3_continuation_2,3,continuation,-2.989532470684211,-3.1296997070285717,0.1401672363443604,True,gemma2-9b-instruct,continuation,1.0,Social,True
coming,coming_interval_3_continuation_3,3,continuation,-3.0893109295945944,-2.974234916081081,-0.1150760135135136,False,gemma2-9b-instruct,continuation,1.0,Social,True
coming,coming_interval_4_continuation_1,4,continuation,-2.662991731,-2.5550072712173915,-0.1079844597826085,False,gemma2-9b-instruct,continuation,1.0,Social,True
coming,coming_interval_4_continuation_2,4,continuation,-2.746137536043478,-2.823768793093023,0.0776312570495449,True,gemma2-9b-instruct,continuation,1.0,Social,True
coming,coming_interval_4_continuation_3,4,continuation,-2.782697211311111,-2.6884263779777777,-0.0942708333333333,False,gemma2-9b-instruct,continuation,1.0,Social,True
coming,coming_interval_5_continuation_1,5,continuation,-2.6173993280000003,-2.531461827960785,-0.0859375000392157,False,gemma2-9b-instruct,continuation,1.0,Social,True
coming,coming_interval_5_continuation_2,5,continuation,-2.7208192115882355,-2.776378631708333,0.0555594201200979,True,gemma2-9b-instruct,continuation,1.0,Social,True
coming,coming_interval_5_continuation_3,5,continuation,-2.7338757325200005,-2.6440319825200005,-0.08984375,False,gemma2-9b-instruct,continuation,1.0,Social,True
coming,coming_interval_6_continuation_1,6,continuation,-2.459918109607167,-2.400840147407167,-0.0590779621999999,False,gemma2-9b-instruct,continuation,1.0,Social,True
coming,coming_interval_6_continuation_2,6,continuation,-2.5579120875071677,-2.592317171340877,0.0344050838337102,True,gemma2-9b-instruct,continuation,1.0,Social,True
coming,coming_interval_6_continuation_3,6,continuation,-2.5578177743801698,-2.4841948930242377,-0.073622881355932,False,gemma2-9b-instruct,continuation,1.0,Social,True
surprise,surprise_interval_1_continuation_1,1,continuation,-4.10077362071,-4.21952362071,0.1187500000000003,True,gemma2-9b-instruct,continuation,1.0,Social,True
surprise,surprise_interval_1_continuation_2,1,continuation,-3.4860985797043478,-3.743231731878261,0.2571331521739131,True,gemma2-9b-instruct,continuation,1.0,Social,True
surprise,surprise_interval_1_continuation_3,1,continuation,-4.12914276121,-4.30258026121,0.1734375000000003,True,gemma2-9b-instruct,continuation,1.0,Social,True
surprise,surprise_interval_2_continuation_1,2,continuation,-3.516906173096296,-3.600239506429629,0.083333333333333,True,gemma2-9b-instruct,continuation,1.0,Social,True
surprise,surprise_interval_2_continuation_2,2,continuation,-3.087704976286666,-3.295582580286666,0.2078776039999996,True,gemma2-9b-instruct,continuation,1.0,Social,True
surprise,surprise_interval_2_continuation_3,2,continuation,-3.5125478108740738,-3.638415866429629,0.1258680555555553,True,gemma2-9b-instruct,continuation,1.0,Social,True
surprise,surprise_interval_3_continuation_1,3,continuation,-3.257027569929412,-3.308498158164706,0.0514705882352943,True,gemma2-9b-instruct,continuation,1.0,Social,True
surprise,surprise_interval_3_continuation_2,3,continuation,-2.9330308243945944,-3.1118737298,0.1788429054054057,True,gemma2-9b-instruct,continuation,1.0,Social,True
surprise,surprise_interval_3_continuation_3,3,continuation,-3.260933819929412,-3.374674628752941,0.1137408088235294,True,gemma2-9b-instruct,continuation,1.0,Social,True
surprise,surprise_interval_4_continuation_1,4,continuation,-3.3865296120372093,-3.4126924027348835,0.0261627906976742,True,gemma2-9b-instruct,continuation,1.0,Social,True
surprise,surprise_interval_4_continuation_2,4,continuation,-3.1067647519478263,-3.2438231758608698,0.1370584239130434,True,gemma2-9b-instruct,continuation,1.0,Social,True
surprise,surprise_interval_4_continuation_3,4,continuation,-3.34431031692093,-3.4340632238976743,0.0897529069767442,True,gemma2-9b-instruct,continuation,1.0,Social,True
surprise,surprise_interval_5_continuation_1,5,continuation,-3.214280700672,-3.243030700672,0.02875,True,gemma2-9b-instruct,continuation,1.0,Social,True
surprise,surprise_interval_5_continuation_2,5,continuation,-2.957637858860377,-3.104011679615094,0.1463738207547167,True,gemma2-9b-instruct,continuation,1.0,Social,True
surprise,surprise_interval_5_continuation_3,5,continuation,-3.194231872552,-3.267356872552,0.0731250000000001,True,gemma2-9b-instruct,continuation,1.0,Social,True
surprise,surprise_interval_6_continuation_1,6,continuation,-3.0295533003271187,-3.042265164733898,0.0127118644067794,True,gemma2-9b-instruct,continuation,1.0,Social,True
surprise,surprise_interval_6_continuation_2,6,continuation,-2.7987246360370968,-2.9281979223274197,0.1294732862903225,True,gemma2-9b-instruct,continuation,1.0,Social,True
surprise,surprise_interval_6_continuation_3,6,continuation,-3.004435781784746,-3.072497222462712,0.0680614406779658,True,gemma2-9b-instruct,continuation,1.0,Social,True
deception,deception_interval_1_continuation_1,1,continuation,-3.2723999020666668,-3.2040026437172417,-0.068397258349425,False,gemma2-9b-instruct,continuation,2.0,Social,True
deception,deception_interval_1_continuation_2,1,continuation,-3.3334476864758624,-3.1657647028814817,-0.1676829835943807,False,gemma2-9b-instruct,continuation,2.0,Social,True
deception,deception_interval_1_continuation_3,1,continuation,-3.447072346926667,-3.10431098930625,-0.3427613576204167,False,gemma2-9b-instruct,continuation,2.0,Social,True
deception,deception_interval_2_continuation_1,2,continuation,-3.3710216175090912,-3.250448172508572,-0.1205734450005193,False,gemma2-9b-instruct,continuation,2.0,Social,True
deception,deception_interval_2_continuation_2,2,continuation,-3.3663661410800003,-3.285986698115152,-0.0803794429648485,False,gemma2-9b-instruct,continuation,2.0,Social,True
deception,deception_interval_2_continuation_3,2,continuation,-3.44493442105,-3.134047658678948,-0.3108867623710525,False,gemma2-9b-instruct,continuation,2.0,Social,True
deception,deception_interval_3_continuation_1,3,continuation,-3.2088555229733333,-3.140699021144681,-0.0681565018286525,False,gemma2-9b-instruct,continuation,2.0,Social,True
deception,deception_interval_3_continuation_2,3,continuation,-3.224299004676596,-3.1691853838622217,-0.0551136208143741,False,gemma2-9b-instruct,continuation,2.0,Social,True
deception,deception_interval_3_continuation_3,3,continuation,-3.2718620298708334,-3.086124267376,-0.1857377624948335,False,gemma2-9b-instruct,continuation,2.0,Social,True
deception,deception_interval_4_continuation_1,4,continuation,-3.0566394509,-3.0050263579962966,-0.0516130929037035,False,gemma2-9b-instruct,continuation,2.0,Social,True
deception,deception_interval_4_continuation_2,4,continuation,-3.097180401588889,-3.0310751104576923,-0.0661052911311967,False,gemma2-9b-instruct,continuation,2.0,Social,True
deception,deception_interval_4_continuation_3,4,continuation,-3.152910821850909,-2.992135030908772,-0.1607757909421372,False,gemma2-9b-instruct,continuation,2.0,Social,True
deception,deception_interval_5_continuation_1,5,continuation,-2.850277423809375,-2.812234127027273,-0.038043296782102,False,gemma2-9b-instruct,continuation,2.0,Social,True
deception,deception_interval_5_continuation_2,5,continuation,-2.8962369976333333,-2.848080158215625,-0.0481568394177083,False,gemma2-9b-instruct,continuation,2.0,Social,True
deception,deception_interval_5_continuation_3,5,continuation,-2.9148354600567163,-2.797257575417391,-0.1175778846393251,False,gemma2-9b-instruct,continuation,2.0,Social,True
deception,deception_interval_6_continuation_1,6,continuation,-2.9110128912366195,-2.8577165995041094,-0.0532962917325101,False,gemma2-9b-instruct,continuation,2.0,Social,True
deception,deception_interval_6_continuation_2,6,continuation,-2.9865659948054795,-2.930554457067605,-0.0560115377378744,False,gemma2-9b-instruct,continuation,2.0,Social,True
deception,deception_interval_6_continuation_3,6,continuation,-2.976101024645946,-2.848671762418421,-0.1274292622275252,False,gemma2-9b-instruct,continuation,2.0,Social,True
alone,alone_interval_1_continuation_1,1,continuation,-3.6026520905925925,-3.4894845145714286,-0.1131675760211639,False,gemma2-9b-instruct,continuation,1.0,Social,True
alone,alone_interval_1_continuation_2,1,continuation,-3.4085867745714284,-3.5649762835,0.1563895089285711,True,gemma2-9b-instruct,continuation,1.0,Social,True
alone,alone_interval_1_continuation_3,1,continuation,-3.3985385237241377,-3.424934895933333,0.0263963722091955,True,gemma2-9b-instruct,continuation,1.0,Social,True
alone,alone_interval_2_continuation_1,2,continuation,-3.518375172352941,-3.378878348228571,-0.1394968241243699,False,gemma2-9b-instruct,continuation,1.0,Social,True
alone,alone_interval_2_continuation_2,2,continuation,-3.2638392856571428,-3.4378069196571426,0.1739676339999998,True,gemma2-9b-instruct,continuation,1.0,Social,True
alone,alone_interval_2_continuation_3,2,continuation,-3.2511664496666666,-3.292757601297297,0.0415911516306306,True,gemma2-9b-instruct,continuation,1.0,Social,True
alone,alone_interval_3_continuation_1,3,continuation,-3.4663524138717947,-3.34804687495,-0.118305538921795,False,gemma2-9b-instruct,continuation,1.0,Social,True
alone,alone_interval_3_continuation_2,3,continuation,-3.25058593745,-3.3840576172,0.1334716797499999,True,gemma2-9b-instruct,continuation,1.0,Social,True
alone,alone_interval_3_continuation_3,3,continuation,-3.2160584984878047,-3.275158110190476,0.0590996117026714,True,gemma2-9b-instruct,continuation,1.0,Social,True
alone,alone_interval_4_continuation_1,4,continuation,-3.1849300303404253,-3.104963938354166,-0.0799660919862592,False,gemma2-9b-instruct,continuation,1.0,Social,True
alone,alone_interval_4_continuation_2,4,continuation,-3.066084543979167,-3.1177202860625,0.0516357420833331,True,gemma2-9b-instruct,continuation,1.0,Social,True
