sentence-id,interval-length,model,base_sentence_name,complexity,concept_tag,has_tag,item1_correct,item2_correct,both_correct,percent_items_correct,percent_both_correct
ToM,5,llama3.1-8b-instruct,ToM_interval_5,3.0,Social,True,True,False,False,50.0,0
ToM,5,llama3.2-3b-instruct,ToM_interval_5,3.0,Social,True,False,False,False,0.0,0
ToM,5,mistral-7b-instruct-v0.3,ToM_interval_5,3.0,Social,True,True,False,False,50.0,0
ToM,5,mixtral-8x7b-instruct,ToM_interval_5,3.0,Social,True,True,False,False,50.0,0
ToM,6,gemma2-27b-instruct,ToM_interval_6,3.0,Social,True,True,False,False,50.0,0
ToM,6,gemma2-9b-instruct,ToM_interval_6,3.0,Social,True,True,False,False,50.0,0
ToM,6,llama3.1-70b-instruct,ToM_interval_6,3.0,Social,True,False,True,False,50.0,0
ToM,6,llama3.1-8b-instruct,ToM_interval_6,3.0,Social,True,False,False,False,0.0,0
ToM,6,llama3.2-3b-instruct,ToM_interval_6,3.0,Social,True,False,False,False,0.0,0
ToM,6,mistral-7b-instruct-v0.3,ToM_interval_6,3.0,Social,True,True,False,False,50.0,0
ToM,6,mixtral-8x7b-instruct,ToM_interval_6,3.0,Social,True,True,False,False,50.0,0
above,1,gemma2-27b-instruct,above_interval_1,1.0,Geometry,True,False,True,False,50.0,0
above,1,gemma2-9b-instruct,above_interval_1,1.0,Geometry,True,True,True,True,100.0,100
above,1,llama3.1-70b-instruct,above_interval_1,1.0,Geometry,True,True,True,True,100.0,100
above,1,llama3.1-8b-instruct,above_interval_1,1.0,Geometry,True,True,True,True,100.0,100
above,1,llama3.2-3b-instruct,above_interval_1,1.0,Geometry,True,True,True,True,100.0,100
above,1,mistral-7b-instruct-v0.3,above_interval_1,1.0,Geometry,True,True,True,True,100.0,100
above,1,mixtral-8x7b-instruct,above_interval_1,1.0,Geometry,True,True,True,True,100.0,100
above,2,gemma2-27b-instruct,above_interval_2,1.0,Geometry,True,True,True,True,100.0,100
above,2,gemma2-9b-instruct,above_interval_2,1.0,Geometry,True,True,True,True,100.0,100
above,2,llama3.1-70b-instruct,above_interval_2,1.0,Geometry,True,True,True,True,100.0,100
above,2,llama3.1-8b-instruct,above_interval_2,1.0,Geometry,True,True,False,False,50.0,0
above,2,llama3.2-3b-instruct,above_interval_2,1.0,Geometry,True,True,True,True,100.0,100
above,2,mistral-7b-instruct-v0.3,above_interval_2,1.0,Geometry,True,True,True,True,100.0,100
above,2,mixtral-8x7b-instruct,above_interval_2,1.0,Geometry,True,True,True,True,100.0,100
above,3,gemma2-27b-instruct,above_interval_3,1.0,Geometry,True,True,True,True,100.0,100
above,3,gemma2-9b-instruct,above_interval_3,1.0,Geometry,True,True,True,True,100.0,100
above,3,llama3.1-70b-instruct,above_interval_3,1.0,Geometry,True,True,True,True,100.0,100
above,3,llama3.1-8b-instruct,above_interval_3,1.0,Geometry,True,True,True,True,100.0,100
above,3,llama3.2-3b-instruct,above_interval_3,1.0,Geometry,True,True,True,True,100.0,100
above,3,mistral-7b-instruct-v0.3,above_interval_3,1.0,Geometry,True,True,False,False,50.0,0
above,3,mixtral-8x7b-instruct,above_interval_3,1.0,Geometry,True,True,True,True,100.0,100
above,4,gemma2-27b-instruct,above_interval_4,1.0,Geometry,True,False,True,False,50.0,0
above,4,gemma2-9b-instruct,above_interval_4,1.0,Geometry,True,True,True,True,100.0,100
above,4,llama3.1-70b-instruct,above_interval_4,1.0,Geometry,True,True,True,True,100.0,100
above,4,llama3.1-8b-instruct,above_interval_4,1.0,Geometry,True,True,True,True,100.0,100
above,4,llama3.2-3b-instruct,above_interval_4,1.0,Geometry,True,True,True,True,100.0,100
above,4,mistral-7b-instruct-v0.3,above_interval_4,1.0,Geometry,True,True,True,True,100.0,100
above,4,mixtral-8x7b-instruct,above_interval_4,1.0,Geometry,True,True,True,True,100.0,100
above,5,gemma2-27b-instruct,above_interval_5,1.0,Geometry,True,False,True,False,50.0,0
above,5,gemma2-9b-instruct,above_interval_5,1.0,Geometry,True,True,True,True,100.0,100
above,5,llama3.1-70b-instruct,above_interval_5,1.0,Geometry,True,False,True,False,50.0,0
above,5,llama3.1-8b-instruct,above_interval_5,1.0,Geometry,True,True,True,True,100.0,100
above,5,llama3.2-3b-instruct,above_interval_5,1.0,Geometry,True,True,True,True,100.0,100
above,5,mistral-7b-instruct-v0.3,above_interval_5,1.0,Geometry,True,True,True,True,100.0,100
above,5,mixtral-8x7b-instruct,above_interval_5,1.0,Geometry,True,True,True,True,100.0,100
above,6,gemma2-27b-instruct,above_interval_6,1.0,Geometry,True,False,True,False,50.0,0
above,6,gemma2-9b-instruct,above_interval_6,1.0,Geometry,True,True,True,True,100.0,100
above,6,llama3.1-70b-instruct,above_interval_6,1.0,Geometry,True,True,True,True,100.0,100
above,6,llama3.1-8b-instruct,above_interval_6,1.0,Geometry,True,False,True,False,50.0,0
above,6,llama3.2-3b-instruct,above_interval_6,1.0,Geometry,True,False,True,False,50.0,0
above,6,mistral-7b-instruct-v0.3,above_interval_6,1.0,Geometry,True,True,True,True,100.0,100
above,6,mixtral-8x7b-instruct,above_interval_6,1.0,Geometry,True,True,True,True,100.0,100
age,1,gemma2-27b-instruct,age_interval_1,1.0,Temporal,True,True,True,True,100.0,100
age,1,gemma2-9b-instruct,age_interval_1,1.0,Temporal,True,True,True,True,100.0,100
age,1,llama3.1-70b-instruct,age_interval_1,1.0,Temporal,True,True,True,True,100.0,100
age,1,llama3.1-8b-instruct,age_interval_1,1.0,Temporal,True,True,True,True,100.0,100
age,1,llama3.2-3b-instruct,age_interval_1,1.0,Temporal,True,True,True,True,100.0,100
age,1,mistral-7b-instruct-v0.3,age_interval_1,1.0,Temporal,True,True,True,True,100.0,100
age,1,mixtral-8x7b-instruct,age_interval_1,1.0,Temporal,True,True,True,True,100.0,100
age,2,gemma2-27b-instruct,age_interval_2,1.0,Temporal,True,True,True,True,100.0,100
age,2,gemma2-9b-instruct,age_interval_2,1.0,Temporal,True,True,True,True,100.0,100
age,2,llama3.1-70b-instruct,age_interval_2,1.0,Temporal,True,True,True,True,100.0,100
age,2,llama3.1-8b-instruct,age_interval_2,1.0,Temporal,True,True,True,True,100.0,100
age,2,llama3.2-3b-instruct,age_interval_2,1.0,Temporal,True,True,True,True,100.0,100
age,2,mistral-7b-instruct-v0.3,age_interval_2,1.0,Temporal,True,True,True,True,100.0,100
age,2,mixtral-8x7b-instruct,age_interval_2,1.0,Temporal,True,True,True,True,100.0,100
age,3,gemma2-27b-instruct,age_interval_3,1.0,Temporal,True,True,True,True,100.0,100
age,3,gemma2-9b-instruct,age_interval_3,1.0,Temporal,True,True,True,True,100.0,100
age,3,llama3.1-70b-instruct,age_interval_3,1.0,Temporal,True,True,False,False,50.0,0
age,3,llama3.1-8b-instruct,age_interval_3,1.0,Temporal,True,True,True,True,100.0,100
age,3,llama3.2-3b-instruct,age_interval_3,1.0,Temporal,True,True,True,True,100.0,100
age,3,mistral-7b-instruct-v0.3,age_interval_3,1.0,Temporal,True,True,False,False,50.0,0
age,3,mixtral-8x7b-instruct,age_interval_3,1.0,Temporal,True,True,True,True,100.0,100
age,4,gemma2-27b-instruct,age_interval_4,1.0,Temporal,True,True,True,True,100.0,100
age,4,gemma2-9b-instruct,age_interval_4,1.0,Temporal,True,True,True,True,100.0,100
age,4,llama3.1-70b-instruct,age_interval_4,1.0,Temporal,True,True,True,True,100.0,100
age,4,llama3.1-8b-instruct,age_interval_4,1.0,Temporal,True,True,True,True,100.0,100
age,4,llama3.2-3b-instruct,age_interval_4,1.0,Temporal,True,True,True,True,100.0,100
age,4,mistral-7b-instruct-v0.3,age_interval_4,1.0,Temporal,True,True,True,True,100.0,100
age,4,mixtral-8x7b-instruct,age_interval_4,1.0,Temporal,True,True,True,True,100.0,100
age,5,gemma2-27b-instruct,age_interval_5,1.0,Temporal,True,True,True,True,100.0,100
age,5,gemma2-9b-instruct,age_interval_5,1.0,Temporal,True,True,True,True,100.0,100
age,5,llama3.1-70b-instruct,age_interval_5,1.0,Temporal,True,True,True,True,100.0,100
age,5,llama3.1-8b-instruct,age_interval_5,1.0,Temporal,True,True,True,True,100.0,100
age,5,llama3.2-3b-instruct,age_interval_5,1.0,Temporal,True,True,False,False,50.0,0
age,5,mistral-7b-instruct-v0.3,age_interval_5,1.0,Temporal,True,True,False,False,50.0,0
age,5,mixtral-8x7b-instruct,age_interval_5,1.0,Temporal,True,True,True,True,100.0,100
age,6,gemma2-27b-instruct,age_interval_6,1.0,Temporal,True,True,True,True,100.0,100
age,6,gemma2-9b-instruct,age_interval_6,1.0,Temporal,True,True,True,True,100.0,100
age,6,llama3.1-70b-instruct,age_interval_6,1.0,Temporal,True,True,True,True,100.0,100
age,6,llama3.1-8b-instruct,age_interval_6,1.0,Temporal,True,True,True,True,100.0,100
age,6,llama3.2-3b-instruct,age_interval_6,1.0,Temporal,True,True,True,True,100.0,100
age,6,mistral-7b-instruct-v0.3,age_interval_6,1.0,Temporal,True,True,False,False,50.0,0
age,6,mixtral-8x7b-instruct,age_interval_6,1.0,Temporal,True,True,True,True,100.0,100
age2,1,gemma2-27b-instruct,age2_interval_1,1.0,Temporal,True,True,True,True,100.0,100
age2,1,gemma2-9b-instruct,age2_interval_1,1.0,Temporal,True,True,True,True,100.0,100
age2,1,llama3.1-70b-instruct,age2_interval_1,1.0,Temporal,True,True,True,True,100.0,100
age2,1,llama3.1-8b-instruct,age2_interval_1,1.0,Temporal,True,True,True,True,100.0,100
age2,1,llama3.2-3b-instruct,age2_interval_1,1.0,Temporal,True,True,True,True,100.0,100
age2,1,mistral-7b-instruct-v0.3,age2_interval_1,1.0,Temporal,True,True,True,True,100.0,100
age2,1,mixtral-8x7b-instruct,age2_interval_1,1.0,Temporal,True,True,True,True,100.0,100
age2,2,gemma2-27b-instruct,age2_interval_2,1.0,Temporal,True,True,True,True,100.0,100
age2,2,gemma2-9b-instruct,age2_interval_2,1.0,Temporal,True,True,True,True,100.0,100
age2,2,llama3.1-70b-instruct,age2_interval_2,1.0,Temporal,True,True,True,True,100.0,100
age2,2,llama3.1-8b-instruct,age2_interval_2,1.0,Temporal,True,True,True,True,100.0,100
age2,2,llama3.2-3b-instruct,age2_interval_2,1.0,Temporal,True,True,True,True,100.0,100
age2,2,mistral-7b-instruct-v0.3,age2_interval_2,1.0,Temporal,True,True,True,True,100.0,100
age2,2,mixtral-8x7b-instruct,age2_interval_2,1.0,Temporal,True,True,True,True,100.0,100
age2,3,gemma2-27b-instruct,age2_interval_3,1.0,Temporal,True,True,True,True,100.0,100
age2,3,gemma2-9b-instruct,age2_interval_3,1.0,Temporal,True,True,True,True,100.0,100
age2,3,llama3.1-70b-instruct,age2_interval_3,1.0,Temporal,True,True,True,True,100.0,100
age2,3,llama3.1-8b-instruct,age2_interval_3,1.0,Temporal,True,True,True,True,100.0,100
age2,3,llama3.2-3b-instruct,age2_interval_3,1.0,Temporal,True,True,True,True,100.0,100
age2,3,mistral-7b-instruct-v0.3,age2_interval_3,1.0,Temporal,True,True,True,True,100.0,100
age2,3,mixtral-8x7b-instruct,age2_interval_3,1.0,Temporal,True,True,True,True,100.0,100
age2,4,gemma2-27b-instruct,age2_interval_4,1.0,Temporal,True,True,True,True,100.0,100
age2,4,gemma2-9b-instruct,age2_interval_4,1.0,Temporal,True,True,True,True,100.0,100
age2,4,llama3.1-70b-instruct,age2_interval_4,1.0,Temporal,True,True,True,True,100.0,100
age2,4,llama3.1-8b-instruct,age2_interval_4,1.0,Temporal,True,True,True,True,100.0,100
age2,4,llama3.2-3b-instruct,age2_interval_4,1.0,Temporal,True,True,True,True,100.0,100
age2,4,mistral-7b-instruct-v0.3,age2_interval_4,1.0,Temporal,True,True,True,True,100.0,100
age2,4,mixtral-8x7b-instruct,age2_interval_4,1.0,Temporal,True,True,True,True,100.0,100
age2,5,gemma2-27b-instruct,age2_interval_5,1.0,Temporal,True,True,True,True,100.0,100
age2,5,gemma2-9b-instruct,age2_interval_5,1.0,Temporal,True,True,True,True,100.0,100
age2,5,llama3.1-70b-instruct,age2_interval_5,1.0,Temporal,True,True,True,True,100.0,100
age2,5,llama3.1-8b-instruct,age2_interval_5,1.0,Temporal,True,True,True,True,100.0,100
age2,5,llama3.2-3b-instruct,age2_interval_5,1.0,Temporal,True,True,True,True,100.0,100
age2,5,mistral-7b-instruct-v0.3,age2_interval_5,1.0,Temporal,True,True,True,True,100.0,100
age2,5,mixtral-8x7b-instruct,age2_interval_5,1.0,Temporal,True,True,True,True,100.0,100
age2,6,gemma2-27b-instruct,age2_interval_6,1.0,Temporal,True,True,True,True,100.0,100
age2,6,gemma2-9b-instruct,age2_interval_6,1.0,Temporal,True,True,True,True,100.0,100
age2,6,llama3.1-70b-instruct,age2_interval_6,1.0,Temporal,True,True,True,True,100.0,100
age2,6,llama3.1-8b-instruct,age2_interval_6,1.0,Temporal,True,True,True,True,100.0,100
age2,6,llama3.2-3b-instruct,age2_interval_6,1.0,Temporal,True,True,True,True,100.0,100
age2,6,mistral-7b-instruct-v0.3,age2_interval_6,1.0,Temporal,True,True,True,True,100.0,100
age2,6,mixtral-8x7b-instruct,age2_interval_6,1.0,Temporal,True,True,True,True,100.0,100
alive,1,gemma2-27b-instruct,alive_interval_1,3.0,Temporal,True,True,True,True,100.0,100
alive,1,gemma2-9b-instruct,alive_interval_1,3.0,Temporal,True,True,False,False,50.0,0
alive,1,llama3.1-70b-instruct,alive_interval_1,3.0,Temporal,True,False,False,False,0.0,0
alive,1,llama3.1-8b-instruct,alive_interval_1,3.0,Temporal,True,True,False,False,50.0,0
alive,1,llama3.2-3b-instruct,alive_interval_1,3.0,Temporal,True,True,False,False,50.0,0
alive,1,mistral-7b-instruct-v0.3,alive_interval_1,3.0,Temporal,True,True,False,False,50.0,0
alive,1,mixtral-8x7b-instruct,alive_interval_1,3.0,Temporal,True,True,False,False,50.0,0
alive,2,gemma2-27b-instruct,alive_interval_2,3.0,Temporal,True,True,False,False,50.0,0
alive,2,gemma2-9b-instruct,alive_interval_2,3.0,Temporal,True,True,False,False,50.0,0
alive,2,llama3.1-70b-instruct,alive_interval_2,3.0,Temporal,True,True,False,False,50.0,0
alive,2,llama3.1-8b-instruct,alive_interval_2,3.0,Temporal,True,True,False,False,50.0,0
alive,2,llama3.2-3b-instruct,alive_interval_2,3.0,Temporal,True,False,False,False,0.0,0
alive,2,mistral-7b-instruct-v0.3,alive_interval_2,3.0,Temporal,True,True,False,False,50.0,0
alive,2,mixtral-8x7b-instruct,alive_interval_2,3.0,Temporal,True,True,False,False,50.0,0
alive,3,gemma2-27b-instruct,alive_interval_3,3.0,Temporal,True,True,False,False,50.0,0
alive,3,gemma2-9b-instruct,alive_interval_3,3.0,Temporal,True,True,False,False,50.0,0
alive,3,llama3.1-70b-instruct,alive_interval_3,3.0,Temporal,True,True,False,False,50.0,0
alive,3,llama3.1-8b-instruct,alive_interval_3,3.0,Temporal,True,True,False,False,50.0,0
alive,3,llama3.2-3b-instruct,alive_interval_3,3.0,Temporal,True,True,False,False,50.0,0
alive,3,mistral-7b-instruct-v0.3,alive_interval_3,3.0,Temporal,True,True,False,False,50.0,0
alive,3,mixtral-8x7b-instruct,alive_interval_3,3.0,Temporal,True,True,False,False,50.0,0
alive,4,gemma2-27b-instruct,alive_interval_4,3.0,Temporal,True,True,False,False,50.0,0
alive,4,gemma2-9b-instruct,alive_interval_4,3.0,Temporal,True,False,False,False,0.0,0
alive,4,llama3.1-70b-instruct,alive_interval_4,3.0,Temporal,True,False,False,False,0.0,0
alive,4,llama3.1-8b-instruct,alive_interval_4,3.0,Temporal,True,True,False,False,50.0,0
alive,4,llama3.2-3b-instruct,alive_interval_4,3.0,Temporal,True,False,False,False,0.0,0
alive,4,mistral-7b-instruct-v0.3,alive_interval_4,3.0,Temporal,True,False,False,False,0.0,0
alive,4,mixtral-8x7b-instruct,alive_interval_4,3.0,Temporal,True,True,False,False,50.0,0
alive,5,gemma2-27b-instruct,alive_interval_5,3.0,Temporal,True,True,False,False,50.0,0
alive,5,gemma2-9b-instruct,alive_interval_5,3.0,Temporal,True,False,False,False,0.0,0
alive,5,llama3.1-70b-instruct,alive_interval_5,3.0,Temporal,True,True,False,False,50.0,0
alive,5,llama3.1-8b-instruct,alive_interval_5,3.0,Temporal,True,True,False,False,50.0,0
alive,5,llama3.2-3b-instruct,alive_interval_5,3.0,Temporal,True,True,False,False,50.0,0
alive,5,mistral-7b-instruct-v0.3,alive_interval_5,3.0,Temporal,True,False,False,False,0.0,0
alive,5,mixtral-8x7b-instruct,alive_interval_5,3.0,Temporal,True,True,False,False,50.0,0
alive,6,gemma2-27b-instruct,alive_interval_6,3.0,Temporal,True,True,False,False,50.0,0
alive,6,gemma2-9b-instruct,alive_interval_6,3.0,Temporal,True,False,False,False,0.0,0
alive,6,llama3.1-70b-instruct,alive_interval_6,3.0,Temporal,True,False,False,False,0.0,0
alive,6,llama3.1-8b-instruct,alive_interval_6,3.0,Temporal,True,False,False,False,0.0,0
alive,6,llama3.2-3b-instruct,alive_interval_6,3.0,Temporal,True,True,False,False,50.0,0
alive,6,mistral-7b-instruct-v0.3,alive_interval_6,3.0,Temporal,True,False,False,False,0.0,0
alive,6,mixtral-8x7b-instruct,alive_interval_6,3.0,Temporal,True,True,False,False,50.0,0
alone,1,gemma2-27b-instruct,alone_interval_1,1.0,Social,True,True,False,False,50.0,0
alone,1,gemma2-9b-instruct,alone_interval_1,1.0,Social,True,True,True,True,100.0,100
alone,1,llama3.1-70b-instruct,alone_interval_1,1.0,Social,True,True,True,True,100.0,100
alone,1,llama3.1-8b-instruct,alone_interval_1,1.0,Social,True,True,False,False,50.0,0
alone,1,llama3.2-3b-instruct,alone_interval_1,1.0,Social,True,False,False,False,0.0,0
alone,1,mistral-7b-instruct-v0.3,alone_interval_1,1.0,Social,True,True,False,False,50.0,0
alone,1,mixtral-8x7b-instruct,alone_interval_1,1.0,Social,True,True,True,True,100.0,100
alone,2,gemma2-27b-instruct,alone_interval_2,1.0,Social,True,True,False,False,50.0,0
alone,2,gemma2-9b-instruct,alone_interval_2,1.0,Social,True,True,True,True,100.0,100
alone,2,llama3.1-70b-instruct,alone_interval_2,1.0,Social,True,True,True,True,100.0,100
alone,2,llama3.1-8b-instruct,alone_interval_2,1.0,Social,True,True,False,False,50.0,0
alone,2,llama3.2-3b-instruct,alone_interval_2,1.0,Social,True,True,True,True,100.0,100
alone,2,mistral-7b-instruct-v0.3,alone_interval_2,1.0,Social,True,True,True,True,100.0,100
alone,2,mixtral-8x7b-instruct,alone_interval_2,1.0,Social,True,True,True,True,100.0,100
alone,3,gemma2-27b-instruct,alone_interval_3,1.0,Social,True,True,False,False,50.0,0
alone,3,gemma2-9b-instruct,alone_interval_3,1.0,Social,True,True,True,True,100.0,100
alone,3,llama3.1-70b-instruct,alone_interval_3,1.0,Social,True,True,True,True,100.0,100
alone,3,llama3.1-8b-instruct,alone_interval_3,1.0,Social,True,True,False,False,50.0,0
alone,3,llama3.2-3b-instruct,alone_interval_3,1.0,Social,True,True,False,False,50.0,0
alone,3,mistral-7b-instruct-v0.3,alone_interval_3,1.0,Social,True,True,False,False,50.0,0
alone,3,mixtral-8x7b-instruct,alone_interval_3,1.0,Social,True,True,True,True,100.0,100
alone,4,gemma2-27b-instruct,alone_interval_4,1.0,Social,True,True,False,False,50.0,0
alone,4,gemma2-9b-instruct,alone_interval_4,1.0,Social,True,True,True,True,100.0,100
alone,4,llama3.1-70b-instruct,alone_interval_4,1.0,Social,True,True,True,True,100.0,100
alone,4,llama3.1-8b-instruct,alone_interval_4,1.0,Social,True,True,True,True,100.0,100
alone,4,llama3.2-3b-instruct,alone_interval_4,1.0,Social,True,True,True,True,100.0,100
alone,4,mistral-7b-instruct-v0.3,alone_interval_4,1.0,Social,True,True,True,True,100.0,100
alone,4,mixtral-8x7b-instruct,alone_interval_4,1.0,Social,True,True,True,True,100.0,100
alone,5,gemma2-27b-instruct,alone_interval_5,1.0,Social,True,True,False,False,50.0,0
alone,5,gemma2-9b-instruct,alone_interval_5,1.0,Social,True,True,True,True,100.0,100
alone,5,llama3.1-70b-instruct,alone_interval_5,1.0,Social,True,True,False,False,50.0,0
alone,5,llama3.1-8b-instruct,alone_interval_5,1.0,Social,True,True,True,True,100.0,100
alone,5,llama3.2-3b-instruct,alone_interval_5,1.0,Social,True,True,True,True,100.0,100
alone,5,mistral-7b-instruct-v0.3,alone_interval_5,1.0,Social,True,True,True,True,100.0,100
alone,5,mixtral-8x7b-instruct,alone_interval_5,1.0,Social,True,True,True,True,100.0,100
alone,6,gemma2-27b-instruct,alone_interval_6,1.0,Social,True,True,True,True,100.0,100
alone,6,gemma2-9b-instruct,alone_interval_6,1.0,Social,True,True,True,True,100.0,100
alone,6,llama3.1-70b-instruct,alone_interval_6,1.0,Social,True,True,True,True,100.0,100
alone,6,llama3.1-8b-instruct,alone_interval_6,1.0,Social,True,True,False,False,50.0,0
alone,6,llama3.2-3b-instruct,alone_interval_6,1.0,Social,True,True,False,False,50.0,0
alone,6,mistral-7b-instruct-v0.3,alone_interval_6,1.0,Social,True,True,True,True,100.0,100
alone,6,mixtral-8x7b-instruct,alone_interval_6,1.0,Social,True,True,True,True,100.0,100
besides,1,gemma2-27b-instruct,besides_interval_1,2.0,Geometry,True,True,False,False,50.0,0
besides,1,gemma2-9b-instruct,besides_interval_1,2.0,Geometry,True,True,False,False,50.0,0
besides,1,llama3.1-70b-instruct,besides_interval_1,2.0,Geometry,True,True,False,False,50.0,0
besides,1,llama3.1-8b-instruct,besides_interval_1,2.0,Geometry,True,True,True,True,100.0,100
besides,1,llama3.2-3b-instruct,besides_interval_1,2.0,Geometry,True,True,False,False,50.0,0
besides,1,mistral-7b-instruct-v0.3,besides_interval_1,2.0,Geometry,True,True,False,False,50.0,0
besides,1,mixtral-8x7b-instruct,besides_interval_1,2.0,Geometry,True,True,False,False,50.0,0
besides,2,gemma2-27b-instruct,besides_interval_2,2.0,Geometry,True,True,False,False,50.0,0
besides,2,gemma2-9b-instruct,besides_interval_2,2.0,Geometry,True,True,False,False,50.0,0
besides,2,llama3.1-70b-instruct,besides_interval_2,2.0,Geometry,True,True,False,False,50.0,0
besides,2,llama3.1-8b-instruct,besides_interval_2,2.0,Geometry,True,True,False,False,50.0,0
besides,2,llama3.2-3b-instruct,besides_interval_2,2.0,Geometry,True,True,False,False,50.0,0
besides,2,mistral-7b-instruct-v0.3,besides_interval_2,2.0,Geometry,True,True,False,False,50.0,0
besides,2,mixtral-8x7b-instruct,besides_interval_2,2.0,Geometry,True,True,False,False,50.0,0
besides,3,gemma2-27b-instruct,besides_interval_3,2.0,Geometry,True,True,False,False,50.0,0
besides,3,gemma2-9b-instruct,besides_interval_3,2.0,Geometry,True,True,False,False,50.0,0
besides,3,llama3.1-70b-instruct,besides_interval_3,2.0,Geometry,True,True,False,False,50.0,0
besides,3,llama3.1-8b-instruct,besides_interval_3,2.0,Geometry,True,True,False,False,50.0,0
besides,3,llama3.2-3b-instruct,besides_interval_3,2.0,Geometry,True,True,False,False,50.0,0
besides,3,mistral-7b-instruct-v0.3,besides_interval_3,2.0,Geometry,True,True,False,False,50.0,0
besides,3,mixtral-8x7b-instruct,besides_interval_3,2.0,Geometry,True,True,False,False,50.0,0
besides,4,gemma2-27b-instruct,besides_interval_4,2.0,Geometry,True,True,False,False,50.0,0
besides,4,gemma2-9b-instruct,besides_interval_4,2.0,Geometry,True,True,False,False,50.0,0
besides,4,llama3.1-70b-instruct,besides_interval_4,2.0,Geometry,True,True,True,True,100.0,100
besides,4,llama3.1-8b-instruct,besides_interval_4,2.0,Geometry,True,True,False,False,50.0,0
besides,4,llama3.2-3b-instruct,besides_interval_4,2.0,Geometry,True,True,False,False,50.0,0
besides,4,mistral-7b-instruct-v0.3,besides_interval_4,2.0,Geometry,True,True,False,False,50.0,0
besides,4,mixtral-8x7b-instruct,besides_interval_4,2.0,Geometry,True,True,False,False,50.0,0
besides,5,gemma2-27b-instruct,besides_interval_5,2.0,Geometry,True,True,False,False,50.0,0
besides,5,gemma2-9b-instruct,besides_interval_5,2.0,Geometry,True,True,False,False,50.0,0
besides,5,llama3.1-70b-instruct,besides_interval_5,2.0,Geometry,True,True,True,True,100.0,100
besides,5,llama3.1-8b-instruct,besides_interval_5,2.0,Geometry,True,True,False,False,50.0,0
besides,5,llama3.2-3b-instruct,besides_interval_5,2.0,Geometry,True,True,False,False,50.0,0
besides,5,mistral-7b-instruct-v0.3,besides_interval_5,2.0,Geometry,True,True,False,False,50.0,0
